Country,Country_code,Who_region,Wb_income,Year,Month,Agegroup,Deaths
Oman,OMN,EMR,HIC,2022,8,15_64,
Oman,OMN,EMR,HIC,2022,3,0_4,0
Oman,OMN,EMR,HIC,2022,2,65+,0
Oman,OMN,EMR,HIC,2022,1,65+,2
Togo,TGO,AFR,LIC,2022,12,5_14,
Ecuador,ECU,AMR,UMC,2022,1,5_14,7
Oman,OMN,EMR,HIC,2022,12,65+,
Oman,OMN,EMR,HIC,2022,12,5_14,
Oman,OMN,EMR,HIC,2022,7,65+,0
Oman,OMN,EMR,HIC,2022,6,65+,0
Palau,PLW,WPR,HIC,2022,6,65+,
Oman,OMN,EMR,HIC,2022,4,15_64,0
Oman,OMN,EMR,HIC,2022,8,5_14,
"China, Macao SAR",MAC,WPR,HIC,2022,1,5_14,
Pakistan,PAK,EMR,LMC,2022,11,5_14,
Pakistan,PAK,EMR,LMC,2022,11,15_64,
Pakistan,PAK,EMR,LMC,2022,10,5_14,
Pakistan,PAK,EMR,LMC,2022,10,15_64,
Pakistan,PAK,EMR,LMC,2022,4,0_4,
"China, Macao SAR",MAC,WPR,HIC,2022,5,65+,
Pakistan,PAK,EMR,LMC,2022,3,0_4,
Pakistan,PAK,EMR,LMC,2022,1,0_4,
Dominican Republic,DOM,AMR,UMC,2022,3,0_4,
Dominican Republic,DOM,AMR,UMC,2022,4,0_4,
Dominican Republic,DOM,AMR,UMC,2022,7,15_64,
Dominican Republic,DOM,AMR,UMC,2022,7,5_14,
Dominican Republic,DOM,AMR,UMC,2022,8,15_64,
Pakistan,PAK,EMR,LMC,2022,2,0_4,
Belgium,BEL,EUR,HIC,2022,9,65+,111
Belgium,BEL,EUR,HIC,2022,8,5_14,0
Belgium,BEL,EUR,HIC,2022,6,65+,205
Dominican Republic,DOM,AMR,UMC,2022,7,0_4,
Belgium,BEL,EUR,HIC,2022,5,0_4,
Belgium,BEL,EUR,HIC,2022,6,0_4,
Belgium,BEL,EUR,HIC,2022,6,15_64,10
Dominican Republic,DOM,AMR,UMC,2022,8,0_4,
Dominican Republic,DOM,AMR,UMC,2022,9,15_64,
"China, Macao SAR",MAC,WPR,HIC,2022,8,0_4,
Pakistan,PAK,EMR,LMC,2022,11,0_4,
Pakistan,PAK,EMR,LMC,2022,10,0_4,
Pakistan,PAK,EMR,LMC,2022,4,15_64,
Pakistan,PAK,EMR,LMC,2022,3,15_64,
Pakistan,PAK,EMR,LMC,2022,2,15_64,
Pakistan,PAK,EMR,LMC,2022,1,15_64,
"China, Macao SAR",MAC,WPR,HIC,2022,7,0_4,
"China, Macao SAR",MAC,WPR,HIC,2022,6,65+,
Dominican Republic,DOM,AMR,UMC,2022,8,5_14,
Dominican Republic,DOM,AMR,UMC,2022,9,5_14,
Oman,OMN,EMR,HIC,2022,11,5_14,
Oman,OMN,EMR,HIC,2022,11,0_4,
Togo,TGO,AFR,LIC,2022,11,0_4,
Togo,TGO,AFR,LIC,2022,11,5_14,
Togo,TGO,AFR,LIC,2022,11,65+,
Belgium,BEL,EUR,HIC,2022,4,5_14,0
Belgium,BEL,EUR,HIC,2022,5,5_14,0
Belgium,BEL,EUR,HIC,2022,12,0_4,
Wallis and Futuna,WLF,WPR,,2022,12,0_4,
Wallis and Futuna,WLF,WPR,,2022,9,65+,
Wallis and Futuna,WLF,WPR,,2022,8,65+,
Dominican Republic,DOM,AMR,UMC,2022,10,0_4,
Dominican Republic,DOM,AMR,UMC,2022,11,0_4,
Oman,OMN,EMR,HIC,2022,12,0_4,
Oman,OMN,EMR,HIC,2022,11,65+,
Oman,OMN,EMR,HIC,2022,10,65+,
Oman,OMN,EMR,HIC,2022,9,5_14,
Togo,TGO,AFR,LIC,2022,10,65+,
Oman,OMN,EMR,HIC,2022,5,15_64,0
Togo,TGO,AFR,LIC,2022,10,0_4,
Oman,OMN,EMR,HIC,2022,1,0_4,0
Oman,OMN,EMR,HIC,2022,10,5_14,
Oman,OMN,EMR,HIC,2022,10,0_4,
Oman,OMN,EMR,HIC,2022,9,65+,
Oman,OMN,EMR,HIC,2022,8,65+,
Togo,TGO,AFR,LIC,2022,1,15_64,
Togo,TGO,AFR,LIC,2022,2,15_64,
Togo,TGO,AFR,LIC,2022,3,15_64,
Belgium,BEL,EUR,HIC,2022,1,5_14,0
Belgium,BEL,EUR,HIC,2022,3,15_64,34
Oman,OMN,EMR,HIC,2022,5,5_14,0
Oman,OMN,EMR,HIC,2022,5,0_4,0
Oman,OMN,EMR,HIC,2022,4,5_14,0
Oman,OMN,EMR,HIC,2022,4,0_4,0
Oman,OMN,EMR,HIC,2022,3,15_64,0
Oman,OMN,EMR,HIC,2022,1,5_14,0
Togo,TGO,AFR,LIC,2022,4,15_64,
Palau,PLW,WPR,HIC,2022,10,0_4,
Palau,PLW,WPR,HIC,2022,11,0_4,
Western Sahara,ESH,AFR,,2022,1,0_4,
Belarus,BLR,EUR,UMC,2022,6,0_4,
Belarus,BLR,EUR,UMC,2022,7,65+,
Belarus,BLR,EUR,UMC,2022,8,65+,
Belarus,BLR,EUR,UMC,2022,9,65+,
Belarus,BLR,EUR,UMC,2022,12,5_14,
Afghanistan,AFG,EMR,LIC,2022,5,5_14,
Belarus,BLR,EUR,UMC,2022,5,0_4,
Afghanistan,AFG,EMR,LIC,2022,6,5_14,
Papua New Guinea,PNG,WPR,LMC,2022,4,15_64,
Papua New Guinea,PNG,WPR,LMC,2022,3,15_64,
Papua New Guinea,PNG,WPR,LMC,2022,2,15_64,
Papua New Guinea,PNG,WPR,LMC,2022,1,15_64,
Timor-Leste,TLS,SEAR,LMC,2022,4,15_64,0
Timor-Leste,TLS,SEAR,LMC,2022,5,15_64,0
Papua New Guinea,PNG,WPR,LMC,2022,9,5_14,
Belarus,BLR,EUR,UMC,2022,4,15_64,1554
Timor-Leste,TLS,SEAR,LMC,2022,1,15_64,0
Papua New Guinea,PNG,WPR,LMC,2022,5,0_4,
"China, Macao SAR",MAC,WPR,HIC,2022,8,15_64,
"China, Macao SAR",MAC,WPR,HIC,2022,7,15_64,
Papua New Guinea,PNG,WPR,LMC,2022,12,0_4,
Papua New Guinea,PNG,WPR,LMC,2022,9,65+,
Papua New Guinea,PNG,WPR,LMC,2022,8,65+,
"China, Macao SAR",MAC,WPR,HIC,2022,4,5_14,
"China, Macao SAR",MAC,WPR,HIC,2022,4,0_4,
"China, Macao SAR",MAC,WPR,HIC,2022,3,5_14,
"China, Macao SAR",MAC,WPR,HIC,2022,3,0_4,
Papua New Guinea,PNG,WPR,LMC,2022,11,5_14,
Papua New Guinea,PNG,WPR,LMC,2022,10,5_14,
Papua New Guinea,PNG,WPR,LMC,2022,9,15_64,
Papua New Guinea,PNG,WPR,LMC,2022,8,15_64,
Papua New Guinea,PNG,WPR,LMC,2022,7,15_64,
Papua New Guinea,PNG,WPR,LMC,2022,6,0_4,
Timor-Leste,TLS,SEAR,LMC,2022,10,0_4,
Timor-Leste,TLS,SEAR,LMC,2022,10,15_64,
Dominica,DMA,AMR,UMC,2022,1,15_64,
Dominica,DMA,AMR,UMC,2022,2,15_64,
Papua New Guinea,PNG,WPR,LMC,2022,4,65+,
Papua New Guinea,PNG,WPR,LMC,2022,3,65+,
Papua New Guinea,PNG,WPR,LMC,2022,2,65+,
Papua New Guinea,PNG,WPR,LMC,2022,1,65+,
Afghanistan,AFG,EMR,LIC,2022,7,15_64,
Dominica,DMA,AMR,UMC,2022,1,0_4,
Dominica,DMA,AMR,UMC,2022,2,0_4,
Dominica,DMA,AMR,UMC,2022,3,0_4,
Dominica,DMA,AMR,UMC,2022,4,0_4,
Dominica,DMA,AMR,UMC,2022,7,5_14,
Papua New Guinea,PNG,WPR,LMC,2022,11,65+,
Papua New Guinea,PNG,WPR,LMC,2022,11,0_4,
Papua New Guinea,PNG,WPR,LMC,2022,10,65+,
Papua New Guinea,PNG,WPR,LMC,2022,10,0_4,
Dominica,DMA,AMR,UMC,2022,8,5_14,
Papua New Guinea,PNG,WPR,LMC,2022,5,5_14,
"China, Macao SAR",MAC,WPR,HIC,2022,10,5_14,
Papua New Guinea,PNG,WPR,LMC,2022,6,5_14,
"China, Macao SAR",MAC,WPR,HIC,2022,1,0_4,
Dominica,DMA,AMR,UMC,2022,3,15_64,
Dominica,DMA,AMR,UMC,2022,4,15_64,
Dominica,DMA,AMR,UMC,2022,10,65+,
Dominica,DMA,AMR,UMC,2022,11,65+,
Papua New Guinea,PNG,WPR,LMC,2022,11,15_64,
Papua New Guinea,PNG,WPR,LMC,2022,10,15_64,
Papua New Guinea,PNG,WPR,LMC,2022,9,0_4,
Papua New Guinea,PNG,WPR,LMC,2022,8,5_14,
Papua New Guinea,PNG,WPR,LMC,2022,8,0_4,
Papua New Guinea,PNG,WPR,LMC,2022,7,65+,
Papua New Guinea,PNG,WPR,LMC,2022,7,5_14,
Papua New Guinea,PNG,WPR,LMC,2022,7,0_4,
Timor-Leste,TLS,SEAR,LMC,2022,11,0_4,
"China, Macao SAR",MAC,WPR,HIC,2022,2,5_14,
"China, Macao SAR",MAC,WPR,HIC,2022,2,0_4,
Papua New Guinea,PNG,WPR,LMC,2022,12,15_64,
Dominica,DMA,AMR,UMC,2022,9,5_14,
Dominica,DMA,AMR,UMC,2022,6,5_14,
Dominica,DMA,AMR,UMC,2022,5,5_14,
Paraguay,PRY,AMR,UMC,2022,9,15_64,
Paraguay,PRY,AMR,UMC,2022,8,15_64,
Paraguay,PRY,AMR,UMC,2022,7,5_14,
Paraguay,PRY,AMR,UMC,2022,7,15_64,
Paraguay,PRY,AMR,UMC,2022,4,5_14,0
Paraguay,PRY,AMR,UMC,2022,4,15_64,0
Western Sahara,ESH,AFR,,2022,1,15_64,
Paraguay,PRY,AMR,UMC,2022,1,5_14,0
Paraguay,PRY,AMR,UMC,2022,12,15_64,
Paraguay,PRY,AMR,UMC,2022,9,0_4,
Paraguay,PRY,AMR,UMC,2022,8,0_4,
Paraguay,PRY,AMR,UMC,2022,7,0_4,
Paraguay,PRY,AMR,UMC,2022,6,15_64,
Paraguay,PRY,AMR,UMC,2022,4,0_4,0
Paraguay,PRY,AMR,UMC,2022,1,0_4,0
Western Sahara,ESH,AFR,,2022,1,5_14,
Western Sahara,ESH,AFR,,2022,2,5_14,
Paraguay,PRY,AMR,UMC,2022,3,65+,0
Belarus,BLR,EUR,UMC,2022,1,15_64,0
Belarus,BLR,EUR,UMC,2022,2,0_4,
Belarus,BLR,EUR,UMC,2022,3,0_4,
Belarus,BLR,EUR,UMC,2022,4,0_4,57
Belarus,BLR,EUR,UMC,2022,5,15_64,0
Belarus,BLR,EUR,UMC,2022,10,65+,
Belarus,BLR,EUR,UMC,2022,11,65+,
Dominica,DMA,AMR,UMC,2022,6,65+,
Dominica,DMA,AMR,UMC,2022,8,0_4,
Dominica,DMA,AMR,UMC,2022,9,0_4,
Dominica,DMA,AMR,UMC,2022,12,15_64,0
Paraguay,PRY,AMR,UMC,2022,11,0_4,
Paraguay,PRY,AMR,UMC,2022,10,0_4,
Paraguay,PRY,AMR,UMC,2022,6,65+,
Paraguay,PRY,AMR,UMC,2022,5,65+,
Paraguay,PRY,AMR,UMC,2022,2,5_14,0
Belarus,BLR,EUR,UMC,2022,3,65+,0
Belarus,BLR,EUR,UMC,2022,7,5_14,
Belarus,BLR,EUR,UMC,2022,8,5_14,
Paraguay,PRY,AMR,UMC,2022,2,15_64,0
Timor-Leste,TLS,SEAR,LMC,2022,3,0_4,0
Timor-Leste,TLS,SEAR,LMC,2022,10,65+,
Timor-Leste,TLS,SEAR,LMC,2022,11,65+,
Paraguay,PRY,AMR,UMC,2022,12,5_14,
Paraguay,PRY,AMR,UMC,2022,12,0_4,
Paraguay,PRY,AMR,UMC,2022,11,65+,
Paraguay,PRY,AMR,UMC,2022,10,65+,
Paraguay,PRY,AMR,UMC,2022,6,0_4,
Paraguay,PRY,AMR,UMC,2022,2,65+,0
Dominica,DMA,AMR,UMC,2022,1,65+,
Dominica,DMA,AMR,UMC,2022,2,65+,
Dominica,DMA,AMR,UMC,2022,3,65+,
Dominica,DMA,AMR,UMC,2022,4,65+,
Dominica,DMA,AMR,UMC,2022,5,0_4,
Paraguay,PRY,AMR,UMC,2022,3,0_4,0
Dominica,DMA,AMR,UMC,2022,6,0_4,
Paraguay,PRY,AMR,UMC,2022,5,0_4,
Paraguay,PRY,AMR,UMC,2022,6,5_14,
Belarus,BLR,EUR,UMC,2022,9,5_14,
Belarus,BLR,EUR,UMC,2022,10,15_64,
Belarus,BLR,EUR,UMC,2022,11,15_64,
Belarus,BLR,EUR,UMC,2022,12,0_4,
Dominica,DMA,AMR,UMC,2022,5,15_64,
Dominica,DMA,AMR,UMC,2022,6,15_64,
Paraguay,PRY,AMR,UMC,2022,12,65+,
Paraguay,PRY,AMR,UMC,2022,11,5_14,
Paraguay,PRY,AMR,UMC,2022,10,5_14,
Paraguay,PRY,AMR,UMC,2022,5,15_64,
Paraguay,PRY,AMR,UMC,2022,3,15_64,0
Dominica,DMA,AMR,UMC,2022,7,0_4,
Dominica,DMA,AMR,UMC,2022,12,0_4,0
Dominica,DMA,AMR,UMC,2022,12,5_14,0
Dominica,DMA,AMR,UMC,2022,12,65+,0
Paraguay,PRY,AMR,UMC,2022,5,5_14,
Timor-Leste,TLS,SEAR,LMC,2022,12,15_64,
Dominica,DMA,AMR,UMC,2022,10,15_64,
Papua New Guinea,PNG,WPR,LMC,2022,6,65+,
Panama,PAN,AMR,HIC,2022,10,65+,
Panama,PAN,AMR,HIC,2022,8,5_14,
Panama,PAN,AMR,HIC,2022,7,5_14,
Panama,PAN,AMR,HIC,2022,6,0_4,
Panama,PAN,AMR,HIC,2022,4,65+,
Belgium,BEL,EUR,HIC,2022,4,65+,534
Panama,PAN,AMR,HIC,2022,11,65+,
Belgium,BEL,EUR,HIC,2022,7,65+,282
Panama,PAN,AMR,HIC,2022,9,65+,
Panama,PAN,AMR,HIC,2022,8,65+,
Panama,PAN,AMR,HIC,2022,4,5_14,
Panama,PAN,AMR,HIC,2022,3,5_14,
Panama,PAN,AMR,HIC,2022,2,5_14,
Panama,PAN,AMR,HIC,2022,1,5_14,
Belgium,BEL,EUR,HIC,2022,12,15_64,17
Panama,PAN,AMR,HIC,2022,12,0_4,
Dominica,DMA,AMR,UMC,2022,11,0_4,
Dominica,DMA,AMR,UMC,2022,10,0_4,
Togo,TGO,AFR,LIC,2022,6,65+,
Togo,TGO,AFR,LIC,2022,9,0_4,
Togo,TGO,AFR,LIC,2022,12,65+,
Panama,PAN,AMR,HIC,2022,5,0_4,
Panama,PAN,AMR,HIC,2022,4,15_64,
Panama,PAN,AMR,HIC,2022,3,15_64,
Panama,PAN,AMR,HIC,2022,2,15_64,
Panama,PAN,AMR,HIC,2022,1,15_64,
Dominica,DMA,AMR,UMC,2022,1,5_14,
Dominica,DMA,AMR,UMC,2022,2,5_14,
Dominica,DMA,AMR,UMC,2022,3,5_14,
Dominica,DMA,AMR,UMC,2022,4,5_14,
Dominica,DMA,AMR,UMC,2022,5,65+,
Dominica,DMA,AMR,UMC,2022,8,15_64,
Dominica,DMA,AMR,UMC,2022,9,15_64,
Belgium,BEL,EUR,HIC,2022,12,5_14,0
"China, Macao SAR",MAC,WPR,HIC,2022,11,5_14,
Dominican Republic,DOM,AMR,UMC,2022,1,5_14,0
Dominican Republic,DOM,AMR,UMC,2022,5,0_4,
Dominican Republic,DOM,AMR,UMC,2022,10,15_64,
Dominican Republic,DOM,AMR,UMC,2022,11,15_64,
Palau,PLW,WPR,HIC,2022,9,15_64,
Palau,PLW,WPR,HIC,2022,8,15_64,
Palau,PLW,WPR,HIC,2022,7,15_64,
Palau,PLW,WPR,HIC,2022,6,5_14,
Palau,PLW,WPR,HIC,2022,5,5_14,
"China, Macao SAR",MAC,WPR,HIC,2022,11,0_4,
"China, Macao SAR",MAC,WPR,HIC,2022,10,0_4,
"China, Macao SAR",MAC,WPR,HIC,2022,9,65+,
"China, Macao SAR",MAC,WPR,HIC,2022,8,65+,
Western Sahara,ESH,AFR,,2022,10,15_64,
Western Sahara,ESH,AFR,,2022,4,15_64,
Western Sahara,ESH,AFR,,2022,3,0_4,
Western Sahara,ESH,AFR,,2022,2,15_64,
Togo,TGO,AFR,LIC,2022,9,15_64,
Panama,PAN,AMR,HIC,2022,5,15_64,
Togo,TGO,AFR,LIC,2022,8,15_64,
Togo,TGO,AFR,LIC,2022,5,65+,
Dominican Republic,DOM,AMR,UMC,2022,5,5_14,
Dominican Republic,DOM,AMR,UMC,2022,5,65+,
Dominican Republic,DOM,AMR,UMC,2022,6,0_4,
Dominican Republic,DOM,AMR,UMC,2022,6,5_14,
Dominican Republic,DOM,AMR,UMC,2022,6,65+,
Panama,PAN,AMR,HIC,2022,11,5_14,
Panama,PAN,AMR,HIC,2022,11,15_64,
Panama,PAN,AMR,HIC,2022,10,5_14,
Panama,PAN,AMR,HIC,2022,10,15_64,
Panama,PAN,AMR,HIC,2022,7,65+,
Panama,PAN,AMR,HIC,2022,4,0_4,
Panama,PAN,AMR,HIC,2022,3,0_4,
Panama,PAN,AMR,HIC,2022,2,0_4,
Panama,PAN,AMR,HIC,2022,1,0_4,
Togo,TGO,AFR,LIC,2022,5,5_14,
Togo,TGO,AFR,LIC,2022,6,5_14,
Dominica,DMA,AMR,UMC,2022,11,15_64,
Panama,PAN,AMR,HIC,2022,6,15_64,
Dominica,DMA,AMR,UMC,2022,11,5_14,
Papua New Guinea,PNG,WPR,LMC,2022,12,65+,
Papua New Guinea,PNG,WPR,LMC,2022,12,5_14,
Papua New Guinea,PNG,WPR,LMC,2022,6,15_64,
Papua New Guinea,PNG,WPR,LMC,2022,5,15_64,
Timor-Leste,TLS,SEAR,LMC,2022,10,5_14,
Timor-Leste,TLS,SEAR,LMC,2022,11,15_64,
Belarus,BLR,EUR,UMC,2022,8,15_64,
Timor-Leste,TLS,SEAR,LMC,2022,11,5_14,
Western Sahara,ESH,AFR,,2022,12,5_14,
Western Sahara,ESH,AFR,,2022,12,0_4,
Dominica,DMA,AMR,UMC,2022,7,65+,
Dominica,DMA,AMR,UMC,2022,8,65+,
Dominica,DMA,AMR,UMC,2022,9,65+,
Western Sahara,ESH,AFR,,2022,11,15_64,
Western Sahara,ESH,AFR,,2022,12,65+,
Belarus,BLR,EUR,UMC,2022,7,15_64,
Belarus,BLR,EUR,UMC,2022,6,5_14,
Belarus,BLR,EUR,UMC,2022,3,15_64,0
Papua New Guinea,PNG,WPR,LMC,2022,5,65+,
Papua New Guinea,PNG,WPR,LMC,2022,4,5_14,
Papua New Guinea,PNG,WPR,LMC,2022,4,0_4,
Papua New Guinea,PNG,WPR,LMC,2022,3,5_14,
Papua New Guinea,PNG,WPR,LMC,2022,3,0_4,
Papua New Guinea,PNG,WPR,LMC,2022,2,5_14,
Papua New Guinea,PNG,WPR,LMC,2022,2,0_4,
Papua New Guinea,PNG,WPR,LMC,2022,1,5_14,
Papua New Guinea,PNG,WPR,LMC,2022,1,0_4,
Timor-Leste,TLS,SEAR,LMC,2022,1,0_4,
Timor-Leste,TLS,SEAR,LMC,2022,3,65+,0
Timor-Leste,TLS,SEAR,LMC,2022,4,0_4,0
Timor-Leste,TLS,SEAR,LMC,2022,5,0_4,0
Timor-Leste,TLS,SEAR,LMC,2022,7,65+,
Belarus,BLR,EUR,UMC,2022,2,5_14,0
Western Sahara,ESH,AFR,,2022,6,65+,
Western Sahara,ESH,AFR,,2022,6,5_14,
Panama,PAN,AMR,HIC,2022,11,0_4,
Panama,PAN,AMR,HIC,2022,10,0_4,
Belgium,BEL,EUR,HIC,2022,7,5_14,0
Dominica,DMA,AMR,UMC,2022,7,15_64,
Panama,PAN,AMR,HIC,2022,12,15_64,
Panama,PAN,AMR,HIC,2022,9,5_14,
Panama,PAN,AMR,HIC,2022,9,0_4,
Panama,PAN,AMR,HIC,2022,8,0_4,
Panama,PAN,AMR,HIC,2022,7,0_4,
Panama,PAN,AMR,HIC,2022,3,65+,
Panama,PAN,AMR,HIC,2022,2,65+,
Panama,PAN,AMR,HIC,2022,1,65+,
Belgium,BEL,EUR,HIC,2022,8,65+,266
Belgium,BEL,EUR,HIC,2022,10,0_4,
Belgium,BEL,EUR,HIC,2022,11,0_4,
Belgium,BEL,EUR,HIC,2022,11,5_14,0
Dominica,DMA,AMR,UMC,2022,10,5_14,
Belgium,BEL,EUR,HIC,2022,6,5_14,0
Panama,PAN,AMR,HIC,2022,12,65+,
Belgium,BEL,EUR,HIC,2022,2,65+,962
Anguilla,AIA,AMR,,2022,2,65+,
Panama,PAN,AMR,HIC,2022,6,65+,
Panama,PAN,AMR,HIC,2022,6,5_14,
Panama,PAN,AMR,HIC,2022,5,65+,
Panama,PAN,AMR,HIC,2022,5,5_14,
Western Sahara,ESH,AFR,,2022,5,65+,
Anguilla,AIA,AMR,,2022,11,15_64,
Anguilla,AIA,AMR,,2022,10,15_64,
Anguilla,AIA,AMR,,2022,6,0_4,
Anguilla,AIA,AMR,,2022,5,0_4,
Anguilla,AIA,AMR,,2022,4,65+,
Anguilla,AIA,AMR,,2022,3,65+,
Panama,PAN,AMR,HIC,2022,12,5_14,
Panama,PAN,AMR,HIC,2022,9,15_64,
Panama,PAN,AMR,HIC,2022,8,15_64,
Panama,PAN,AMR,HIC,2022,7,15_64,
Anguilla,AIA,AMR,,2022,1,65+,
Saint Kitts and Nevis,KNA,AMR,HIC,2022,11,5_14,
Barbados,BRB,AMR,HIC,2022,8,15_64,
Democratic Republic of the Congo,COD,AFR,LIC,2022,7,0_4,
Christmas Island,CXR,WPR,,2022,6,5_14,
Christmas Island,CXR,WPR,,2022,6,15_64,
Christmas Island,CXR,WPR,,2022,5,5_14,
Ryu Kyu Islands,XX4,,,2022,12,15_64,
Ryu Kyu Islands,XX4,,,2022,11,5_14,
Ryu Kyu Islands,XX4,,,2022,10,5_14,
Cyprus,CYP,EUR,HIC,2022,11,65+,38
Ryu Kyu Islands,XX4,,,2022,8,65+,
Ryu Kyu Islands,XX4,,,2022,6,0_4,
Ryu Kyu Islands,XX4,,,2022,5,0_4,
Christmas Island,CXR,WPR,,2022,5,15_64,
Cyprus,CYP,EUR,HIC,2022,1,65+,107
Cyprus,CYP,EUR,HIC,2022,2,15_64,16
Cyprus,CYP,EUR,HIC,2022,2,65+,102
Ryu Kyu Islands,XX4,,,2022,7,65+,
Cyprus,CYP,EUR,HIC,2022,9,65+,17
Cyprus,CYP,EUR,HIC,2022,9,0_4,
Syrian Arab Republic,SYR,EMR,LIC,2022,9,65+,
Ryu Kyu Islands,XX4,,,2022,10,65+,
Syrian Arab Republic,SYR,EMR,LIC,2022,1,15_64,0
Syrian Arab Republic,SYR,EMR,LIC,2022,2,5_14,0
Cyprus,CYP,EUR,HIC,2022,2,5_14,0
Cyprus,CYP,EUR,HIC,2022,3,5_14,1
Cyprus,CYP,EUR,HIC,2022,4,15_64,7
Cyprus,CYP,EUR,HIC,2022,6,5_14,0
Cyprus,CYP,EUR,HIC,2022,7,0_4,
Cyprus,CYP,EUR,HIC,2022,7,5_14,0
Cyprus,CYP,EUR,HIC,2022,8,0_4,
Ryu Kyu Islands,XX4,,,2022,12,0_4,
Ryu Kyu Islands,XX4,,,2022,6,15_64,
Ryu Kyu Islands,XX4,,,2022,5,15_64,
Syrian Arab Republic,SYR,EMR,LIC,2022,4,15_64,0
Syrian Arab Republic,SYR,EMR,LIC,2022,8,65+,
Cyprus,CYP,EUR,HIC,2022,11,5_14,0
Ryu Kyu Islands,XX4,,,2022,11,65+,
Cyprus,CYP,EUR,HIC,2022,12,5_14,0
Antarctica,ATA,,,2022,11,5_14,
Ryu Kyu Islands,XX4,,,2022,11,15_64,
Ryu Kyu Islands,XX4,,,2022,6,65+,
Ryu Kyu Islands,XX4,,,2022,6,5_14,
Ryu Kyu Islands,XX4,,,2022,5,65+,
Ryu Kyu Islands,XX4,,,2022,5,5_14,
Syrian Arab Republic,SYR,EMR,LIC,2022,1,0_4,0
Ryu Kyu Islands,XX4,,,2022,12,5_14,
Syrian Arab Republic,SYR,EMR,LIC,2022,2,15_64,1
Syrian Arab Republic,SYR,EMR,LIC,2022,5,15_64,0
Syrian Arab Republic,SYR,EMR,LIC,2022,7,15_64,
Bahrain,BHR,EMR,HIC,2022,3,0_4,0
Bahrain,BHR,EMR,HIC,2022,3,5_14,0
Bahrain,BHR,EMR,HIC,2022,4,15_64,2
Bahrain,BHR,EMR,HIC,2022,6,65+,6
Syrian Arab Republic,SYR,EMR,LIC,2022,4,0_4,0
Afghanistan,AFG,EMR,LIC,2022,9,15_64,
Afghanistan,AFG,EMR,LIC,2022,8,15_64,
Afghanistan,AFG,EMR,LIC,2022,6,0_4,
Antarctica,ATA,,,2022,10,5_14,
Afghanistan,AFG,EMR,LIC,2022,4,5_14,
Ryu Kyu Islands,XX4,,,2022,10,15_64,
Ryu Kyu Islands,XX4,,,2022,9,5_14,
Ryu Kyu Islands,XX4,,,2022,9,0_4,
Ryu Kyu Islands,XX4,,,2022,8,5_14,
Ryu Kyu Islands,XX4,,,2022,8,0_4,
Ryu Kyu Islands,XX4,,,2022,7,5_14,
Ryu Kyu Islands,XX4,,,2022,7,0_4,
Ryu Kyu Islands,XX4,,,2022,4,15_64,
Ryu Kyu Islands,XX4,,,2022,3,15_64,
Ryu Kyu Islands,XX4,,,2022,2,15_64,
Ryu Kyu Islands,XX4,,,2022,1,15_64,
Afghanistan,AFG,EMR,LIC,2022,5,0_4,
Afghanistan,AFG,EMR,LIC,2022,5,65+,
Ryu Kyu Islands,XX4,,,2022,9,65+,
Bahrain,BHR,EMR,HIC,2022,11,15_64,2
Bahrain,BHR,EMR,HIC,2022,10,15_64,4
Bahrain,BHR,EMR,HIC,2022,8,5_14,0
Saba,XCA,AMR,,2022,1,65+,
Saba,XCA,AMR,,2022,1,5_14,
Saba,XCA,AMR,,2022,1,0_4,
Syrian Arab Republic,SYR,EMR,LIC,2022,10,5_14,
Syrian Arab Republic,SYR,EMR,LIC,2022,11,15_64,
Syrian Arab Republic,SYR,EMR,LIC,2022,11,5_14,
Saba,XCA,AMR,,2022,2,0_4,
Afghanistan,AFG,EMR,LIC,2022,3,5_14,
Cyprus,CYP,EUR,HIC,2022,2,0_4,1
Cyprus,CYP,EUR,HIC,2022,4,65+,60
Cyprus,CYP,EUR,HIC,2022,5,0_4,
Cyprus,CYP,EUR,HIC,2022,6,0_4,
Cyprus,CYP,EUR,HIC,2022,7,15_64,4
Cyprus,CYP,EUR,HIC,2022,8,5_14,0
Bahamas,BHS,AMR,HIC,2022,12,65+,
Saba,XCA,AMR,,2022,2,5_14,
Saba,XCA,AMR,,2022,2,65+,
Saba,XCA,AMR,,2022,3,0_4,
Syrian Arab Republic,SYR,EMR,LIC,2022,6,0_4,0
Syrian Arab Republic,SYR,EMR,LIC,2022,6,5_14,0
Syrian Arab Republic,SYR,EMR,LIC,2022,7,65+,
Syrian Arab Republic,SYR,EMR,LIC,2022,10,15_64,
Bahamas,BHS,AMR,HIC,2022,6,65+,
Bahamas,BHS,AMR,HIC,2022,7,0_4,
Bahamas,BHS,AMR,HIC,2022,8,0_4,
Bahamas,BHS,AMR,HIC,2022,9,0_4,
Afghanistan,AFG,EMR,LIC,2022,1,5_14,
Afghanistan,AFG,EMR,LIC,2022,2,5_14,
Saba,XCA,AMR,,2022,12,15_64,
Saba,XCA,AMR,,2022,4,65+,
Saba,XCA,AMR,,2022,4,5_14,
Saba,XCA,AMR,,2022,3,65+,
Saba,XCA,AMR,,2022,3,5_14,
Saba,XCA,AMR,,2022,11,5_14,
Saba,XCA,AMR,,2022,10,5_14,
Saba,XCA,AMR,,2022,9,65+,
Saba,XCA,AMR,,2022,8,65+,
Ryu Kyu Islands,XX4,,,2022,4,65+,
